Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
IDA blend,IDB,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,24.21706801,24.157894,24.22708775,25.0651092,25.94106269,26.50718374,27.18335388,27.70697299,28.87073233,29.91515605,30.74481816,31.62566567,32.78015539,33.55082117,34.35816457,36.0267495,37.01467598,38.39396009,39.47518398,40.8108857,40.80455257,42.82580444,44.71219273,46.91940986,49.54464064,51.72307938,54.46789099,56.85186182,58.7758181,60.86977148,63.038658,68.69005658,71.23227752,73.61043822,75.83365129,76.78371071,79.35762413,81.66331361,84.22592838,85.45384822,87.93539109,90.76569994,92.59968446,96.191513,99.28490448,104.6064814,108.3477869,111.9804602,116.6424349,119.0891929,123.6208831,126.0600489,130.2175007,132.4812014,,,,
Indonesia,IDN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,16.85,17.65,17.64,18.38,18.62,18.26,18.12,19.36,19.46,21.64,22.39,23.54,24.12,25.58,26.04,27.14,27.42,28.17,30.49,32.51,34.12,36.06,40.51,43.51,46.3,51.32,52.76,54.91,58.16,62.23,67.81,72.37,77.83,83.27,80.17,83.99,83.66,73.68,69.55,74.87,80.81,89.97,94.62,99.58,95.3,105.12,104.37,105.68,109.38,117.24,126.55,133.21,138.03,140.49,143.16,144.98,,
IDA only,IDX,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,30.29707029,31.13305109,32.38811626,33.24115687,34.18483605,35.72595296,36.97199196,38.31405179,39.07236369,39.5999684,39.21304385,39.27263728,39.17590218,39.55101245,41.30479254,42.78073472,44.28268074,47.45001355,48.78997658,48.92521925,50.92884739,52.18646253,52.55886337,51.47684144,52.81450341,53.83236655,53.6874094,55.90428388,57.25326127,58.91470789,61.85899802,64.19656029,64.39303943,66.7239446,69.64632957,71.92373714,74.51307546,77.39524215,80.94041469,83.22205768,83.89144426,90.38275409,94.15417213,98.26640216,102.6941822,105.0911547,108.7407465,113.3602927,114.9890212,120.6720823,123.4580469,115.370797,115.1382587,114.446747,,,,
Isle of Man,IMN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,24.5,24.61,24.67,24.62,24.72,25.04,25.49,26.71,27.19,26.94,28.48,28.87,29.51,30.78,31.96,33.62,34.89,35.6,37.13,38.65,41.12,43.59,46.28,48.63,51.2,53.1,54.31,55.9,58.62,60.66,61.68,63.8,66.06,68.33,71.75,74.18,76.29,79.1,82.5,84.62,87.86,89.62,91.62,95.85,99.83,104.32,110.92,114.55,118.54,123.49,128.2,131.89,136.32,143.11,149.7,152.71,,
Not classified,INX,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,45.97,44.37,45.65,48.07,47.13,49.47,56.25,55.93,55.89,55.36,61.76,60.7,58.08,66.07,76.32,68.3,74.66,81.55,78.24,85.46,74.62,79.4,85.77,90.08,93.58,97.04,93.3,90.42,88.54,97.79,99.72,102.35,104.62,98.58,99.34,100.55,99.33,103.68,112.03,107.03,102.69,99.39,101,100.02,98.42,101.57,102.94,96.44,97.23,103.77,103.67,98.13,101.38,103.22,109.14,111.24,,
"Iran, Islamic Rep.",IRN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,20.58,21.57,20.81,21.27,21.64,21.59,22.8,23.56,24.43,25.39,25.91,26.9,27.94,28.86,29.23,31.21,32.42,34.58,35.29,35.25,36.76,38.75,39.94,41.21,42.23,44.86,45.7,46.09,49.38,52.83,55.48,59.41,62.59,66.53,67.7,71.18,73.85,76.28,76.64,81.39,83.87,84.16,90.11,94.95,101.41,103.64,107.94,99.03,105.16,101.7,104.21,110.25,111.72,112.68,106.37,108.9,,
Iraq,IRQ,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,92.94,93.42,93,92.73,90.12,92.32,94.84,98.52,101.86,106.69,106.97,107.98,106.78,105.51,103.92,114.25,115.02,116.15,118.3,121.19,120.16,145.01,131.33,144.62,152.72,160.82,160.11,161.34,188.82,167.5,67.65,75.17,86.35,87.48,77.99,76.85,86.56,89.41,98.35,113.67,124,129.47,81.86,92.78,108.73,98.49,101.27,107.52,104.2,112.01,121.72,127.05,126.68,126.04,124.72,124.93,,
Iceland,ISL,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,91.68,97.17,95.48,94.66,99.79,96.65,101.71,94.22,94.23,90.71,90.21,97.05,100.2,105.09,107.75,106,107.52,113.01,114.72,105.92,107.16,106.17,105.53,104.09,108.31,108.19,103.33,91.05,88.17,88.54,88.69,87.59,84.99,87,86.73,84.72,86.51,86.9,92.06,95.27,95.81,99.09,100.29,99.85,99.02,101.13,106.26,109.33,109.64,110.71,112.53,115.85,115.63,116.24,120.7,124.03,,
Israel,ISR,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,19.62,21.9,21.64,23.5,23.59,24.56,26.87,27.25,27.66,29.49,31.33,33.37,34.58,37.51,39.91,43.93,45.35,45.18,45.27,44.56,45.07,48.15,50.21,54.15,52.62,50.73,52.3,56.54,55.96,56.75,59.94,62.23,64.8,69.42,68.83,70.04,71.11,68.39,71.79,87.48,89.66,95.71,97.01,98.75,100.41,100.84,107.93,113.18,109.2,110.9,111.82,114.61,113.46,115.49,113.43,116.6,,
Italy,ITA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,53.56,55.02,49.9,53.74,57.62,62.6,63,66.1,67.6,69.5,69.27,68.8,73.25,75.94,74.57,76.89,82.22,83.88,87.63,89.9,89.6,90.07,93.1,94.92,93.75,90.97,93.31,94.1,92.88,96.92,97.39,98.45,97.27,98.25,99.75,101.97,101.59,100.18,102.8,99.38,102.48,103.84,101,101.18,100.33,98.49,100.85,104.49,102.97,103.04,98.18,96.53,92.95,93.57,93.95,93.25,,
Jamaica,JAM,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,25.12,24.57,24.9,25.74,25.55,28.03,32.19,33.1,35.75,36.38,37.87,36.7,42,42.48,43.45,46.72,48.5,48.56,48.68,48.78,47.75,46.71,52.51,57.42,48.15,51.51,55.56,53.35,51.54,80.46,77.11,79.76,73.29,73.24,74.64,79.15,80.52,84.17,90.22,91.18,92.71,94.97,100.38,98.92,101.86,99.22,99.3,101.05,100.94,98.47,98.3,101.96,102.71,101.03,101.74,102.79,,
Jordan,JOR,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,9.58,10.94,12.64,15.06,18.98,20.54,14.02,14.96,15.04,14.81,20.06,19.3,21.62,17.66,20.61,18.84,20.86,21.63,22.35,23.61,24.44,25.53,32.52,39.88,45.33,45.83,45.7,43.99,38.02,44.91,56.21,68.81,79.44,74.17,78.27,80.2,84.31,81.45,83.79,83.81,85.31,82.85,93.87,99.53,100.55,99.92,114.91,128.93,128.14,139.9,140.08,144.93,147.44,153.86,156.39,152.42,,
Japan,JPN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,30.25,34.82,36.42,41.33,43.82,44.19,47.25,50.49,55.98,62.25,65.55,68.09,68.21,72.29,72.31,73.13,79.35,85.39,90.04,91.57,91.71,94.52,96.94,99.15,102.95,103.95,105.8,107.21,108,107.34,107.2,108.62,108.36,105.86,104.08,102.92,102.56,101.71,101.54,100.7,97.81,100.82,100.26,100.07,99.62,100.31,101.13,101.33,102.29,101.45,99.02,101.7,101.4,100.66,100.97,101.37,,
Kazakhstan,KAZ,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.19,153.38,141.54,118.87,102.06,89.19,82.33,81.08,80.8,83.45,86.67,90.43,95.64,99.95,104.41,108.61,112.34,114.59,118.52,116.77,111.18,114.86,116.82,117.42,119.03,,
Kenya,KEN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,23.82,23.74,22.46,23.8,24.97,24.97,25.08,26.57,27.1,29.49,30.97,32.11,32.08,32.15,32.37,33.88,39.4,40.85,42.13,40.29,37.98,42.85,46.19,47.33,49.09,53.69,58.81,64.06,64.61,63.37,64.34,63.74,62.74,62.97,63.44,63.5,66.64,66.58,72.16,69.6,76,82.81,86.23,93.78,101.47,104.75,107.71,112.59,120.13,120.04,119.74,115.45,116.14,113.06,114.62,122.09,,
Kyrgyz Republic,KGZ,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.41,104.46,95.78,87.52,89.54,89.86,92.54,96.4,98.08,100.01,101.12,98.43,98.06,99.48,102.46,104.04,106.1,106.58,104.3,105.14,105.93,107.38,107.61,108.89,111.24,,
Cambodia,KHM,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,16.88,18.75,19.13,18.29,20.04,21.59,26.12,29.07,33.4,33.42,33.21,32.94,32.63,29.69,23.98,19.97,17.31,15.51,13.38,13.64,16.44,25.25,27.9,32.21,36.64,38.02,40.64,45.38,50.11,48.39,58.21,67.29,70.33,69.48,71.49,74.23,78.85,80.37,83.79,91.38,92,89.81,92.94,95.37,100.56,104.06,99.72,94.39,92.96,96.76,96.97,91.71,91.36,91.84,89.17,89.23,,
Kiribati,KIR,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,51,51.28,51.51,60.22,60.44,53.52,53.75,54.19,54.56,54.9,55.63,56.14,56.46,56.72,56.99,57.53,57.76,58.03,58.26,58.52,59.37,60.06,60.65,61.25,61.83,62.7,63.3,63.71,64.42,65,65.6,66.17,66.75,66.94,68.82,69.47,70,70.01,69.42,77.83,84.28,93.75,93.86,95.43,99.36,105.2,112.95,115.78,116.75,119.31,120.73,122.84,118.69,118.71,118.75,118.94,,
St. Kitts and Nevis,KNA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,117.37,118.16,121.53,123.36,126.98,133.83,125.27,119.11,120.23,122.22,122.63,120.13,119.02,121.48,120.45,125.17,126.06,131.69,133.97,143.52,149.23,140.06,141.4,124.02,133.15,135.25,134.52,127.9,122.6,124.74,128.53,127.64,121.84,126.08,127.18,128.59,130.24,135.93,140.9,128.7,128.07,114.59,124.03,120.14,110.27,69.58,77.79,89.38,83.78,82.92,77.58,82.26,84.81,85.23,81.18,84.52,,
"Korea, Rep.",KOR,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,6.16,5.58,7.27,8.55,8.72,8.96,8.71,9.5,11.52,12.3,13.16,14.3,15.15,17.1,19.94,20.94,22.21,24.23,30.27,32.06,31.43,32.81,37.08,43.04,48.42,51.29,56.46,59,58.5,62.22,64.34,77.55,81.76,83.88,86.39,93.4,98.73,101.85,106.44,101.51,99.36,103.11,105.58,96.58,99.16,104.26,107.83,110.53,116.06,114.88,105.95,115.14,118.54,120.18,121.78,117.81,,
Kuwait,KWT,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,14.63,14.73,16.57,13.7,17.3,18.16,14.92,14.13,21.42,24.19,24.98,25.3,24.27,24.85,24.68,28.29,30.06,33.95,45.91,51.15,42.52,36.63,52.72,64.19,74.47,78.23,85.06,81.84,79.14,59.32,4.48,17.08,37.84,58.65,61.69,70.97,74.58,81.33,87.4,86.01,98.05,93.31,96.6,101.97,94.99,103.04,113.1,95.82,132.56,128.58,171.32,184,190.51,199.61,204.06,196.85,,
Latin America & Caribbean (excluding high income),LAC,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,24.3616563,25.57173493,26.50892476,25.76292224,26.63172666,28.22528895,29.24820439,30.71266514,32.57002884,32.32376702,31.16921947,33.34935401,33.70659281,34.15536821,36.77045654,40.0550928,41.07632322,43.12866831,43.87990272,45.60871641,47.15431278,47.13165876,47.89658802,48.3936704,50.04892453,52.17708112,52.69893222,54.17300189,54.87574348,57.39207289,59.86500788,61.18862772,63.85016771,66.48639981,70.78232109,72.35460675,73.91265617,75.19498338,80.36472964,83.36305086,84.69183408,87.47491072,90.09434526,95.38902831,100.3559868,103.9493577,108.1746811,110.8065894,111.6135296,113.5235162,116.5599309,118.0932213,122.7836471,123.2639107,,,,
Lao PDR,LAO,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,16.48,17.05,17.13,20.09,21.59,23.65,26.12,25.25,24.71,24.12,23.42,21.69,18.96,18.7,17.3,19.75,19.37,19.68,22.63,27.47,29.44,30.13,31.83,34.09,34.5,37.31,42.06,41.52,47.64,47.14,50.62,57.22,63.56,62.55,73.56,68.76,73.25,75.06,87.03,83.67,85.19,88.74,94.4,99.02,98.82,102.16,103.86,105.96,98.63,106.43,117.61,122.86,124.99,125.94,125.21,125.57,,
Lebanon,LBN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,16.81,20.29,22.1,26.12,28.24,33.01,32.34,32.16,30.49,31.43,32.5,35.32,34.42,36.91,31.66,17.71,18.57,30.25,43.74,54.17,54.43,56.5,53.97,51.48,50.58,51.35,52.81,52.92,51.95,54.32,57.71,58.54,59.71,60.09,60.16,64.04,73.93,78.08,80.18,86.57,85.9,95.43,99.3,102.12,100.26,97.61,104.85,112.33,99.35,74.08,84.92,89.58,93.83,77.67,77.46,74.92,,
Liberia,LBR,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,33.33,34.34,35.36,36.4,37.45,38.48,39.97,42.13,43.81,45.91,47.77,49.38,51.35,53.33,54.22,56.59,58.12,60.21,61.53,63.17,65.39,67.74,69.27,70.85,73.02,74.33,76.4,76.28,77,76.06,79.14,79.15,79.91,80.27,80.94,83.28,84.24,85.62,87.53,91.76,92.85,94.18,95.52,97.66,98.89,103.44,109.16,115.15,122.9,132.16,139.41,142.64,137.92,139.78,140.49,141.38,,
Libya,LBY,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,14.05,14.27,14.59,15.55,18.33,22.17,19.91,21.59,23.71,25.63,24.02,30.09,29.31,32.98,40.17,42.51,37.68,41.79,47.83,51.97,49.89,57.1,60.3,59.35,60.15,59.89,58.61,61.57,69.11,75.19,75.54,73.94,73.54,78.75,87.54,92.04,93.06,98.62,96.49,91.1,92.78,95.85,94.33,95.46,100.8,103.74,111.83,107.86,115.57,115.9,118.79,117.89,116.5,115.78,117.61,118.95,,
St. Lucia,LCA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,49,48.93,50.34,51.2,50.41,53.65,51.2,51.16,53.07,55.67,52.51,53.39,56.11,57.23,57.36,64.4,65.63,69.25,67.39,70.11,72.54,73.85,76.91,80.85,81.14,80.03,79.19,80.17,77.38,77.94,79.8,81.7,82.23,85.45,84.31,80.11,79.94,80.15,87.8,77.23,79.65,99.89,104.61,104.71,98.78,96.51,124.58,122.28,129.92,122.24,125.68,127.24,127.38,127.7,126.95,127.08,,
Latin America & Caribbean,LCN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,25.17117296,26.37139837,27.36677746,26.83846135,27.5378085,29.01803296,29.93891356,31.70691968,33.51656469,33.4908285,32.01400201,33.88121798,34.18226198,35.01414913,37.60058795,40.81667097,41.58291697,43.46121959,44.10630354,45.98601388,47.78815827,47.80723098,48.63110119,48.65914823,50.28409582,52.40373887,52.8806742,54.46740183,55.39503537,57.83083695,60.17827664,61.50018057,64.14237086,66.99754011,71.16081031,72.83122433,74.60140819,75.93733709,80.69800282,83.59406737,84.66747004,87.37645146,89.83532416,95.27392993,100.3725099,104.1126477,107.9922038,110.6776839,111.2710404,113.3192137,116.2061842,117.8896399,122.1199238,122.5481799,,,,
Least developed countries: UN classification,LDC,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,32.18892688,33.00062391,34.03924767,34.88836655,35.80447947,37.4298374,38.79946408,40.07798191,40.77965561,41.44448082,40.91393328,40.79210735,40.82592573,41.13743876,42.69429428,43.98195766,45.35503657,48.29046968,49.37667718,49.72644399,51.71276662,52.87260565,53.24579074,52.12486253,53.75482909,54.88163657,54.61619924,56.64055035,57.91500201,59.46314565,62.70021676,63.4274043,64.50763821,66.89495151,70.09211094,72.70020598,75.54130742,78.36747073,81.96403878,83.94123494,84.92588029,91.52128159,95.12555537,98.58847345,103.3054056,105.2039315,108.6601967,114.2662879,116.7492576,123.687235,126.2922839,117.0492168,116.8034215,116.1640468,,,,
Low income,LIC,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,35.4061617,36.32723003,37.66717721,38.67380745,39.67109154,41.45553785,42.58592777,43.90280949,44.67430958,45.12419832,44.15562756,44.14578211,43.68961393,44.56052077,46.69801768,48.11490998,49.83776037,53.1859803,54.17081144,55.83457601,58.01428627,59.71728247,60.19748658,58.99960671,59.1409821,61.15707688,60.74328982,63.50952895,65.32941454,67.44769625,70.53944744,70.02634431,68.73696823,70.69643801,74.11696524,76.53946301,78.54468031,81.58028116,84.4661256,85.32262484,84.35069232,92.59886726,95.77359336,100.2927138,103.9192979,105.8714253,109.851082,114.3377573,114.2420165,119.3859777,121.7493343,124.8012221,122.3345215,122.3998896,,,,
Liechtenstein,LIE,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,38.66,41.37,40.16,38.22,40.39,40.93,43.81,43.87,43.18,43.54,40.51,40.73,39.34,41.49,44.56,47.44,50.67,52.73,58.81,64.17,65.96,69.95,75.04,84.69,91.08,94.81,95.12,92.17,95.01,93.52,93.44,91.48,88.8,89.62,90.47,92.3,92.63,94.47,90.61,92.17,96.16,98.28,99.95,101.79,99.76,98.45,97.84,99.72,99.07,100.6,104.03,102.9,99.73,101.81,99.42,96.7,,
Sri Lanka,LKA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,43.26,45.85,53.22,59.51,61.08,57.33,57.65,61.13,60.21,60.46,65.02,64.04,63.91,63.87,66.21,66.64,64.82,63.22,64.51,69.81,73.1,69.64,73.26,77.94,78.49,62.85,69.64,67.02,68.86,75.03,80.54,89.26,93.01,99.72,102.41,100.11,100.14,83.14,81.35,88.53,96,97.04,99.48,101.77,104.05,94.18,101.74,103.81,107.52,115.13,112.13,131.54,133.75,131,117.06,112.83,,
Lower middle income,LMC,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,22.67702807,22.93105028,23.15386923,23.48604371,24.006416,24.59783454,25.19083199,26.24539301,26.88786423,27.23565953,28.28186023,28.89213708,29.72863414,30.78596473,31.43511836,32.82678686,33.92743333,35.10525828,36.59022158,37.70728419,39.4157658,41.27149611,43.42877577,45.13371654,47.27947046,49.12109361,50.81998113,52.71333008,55.06295023,57.81536285,59.76462316,69.7607469,71.02466232,72.72641404,74.3244129,75.46294521,77.36047515,78.848293,81.65522677,83.94307211,86.72261146,90.11720312,92.88883611,96.13824204,99.79944383,104.7367183,109.6294825,113.0613735,116.8702661,121.0140113,125.2052425,125.438085,129.092331,132.4571126,,,,
Low & middle income,LMY,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,18.4386991,19.11827058,20.0476237,20.66432286,21.56188983,22.56889954,23.2818199,24.07774171,24.79606828,24.88557994,25.349282,26.5977628,27.13193837,27.70670006,28.93354944,30.31408936,31.18171711,32.7221033,34.41304484,35.86168711,37.22082782,38.35002423,39.52625656,41.66025634,43.63718118,45.40350493,46.96976662,49.2996089,51.01249335,53.94356725,56.82761997,66.50701287,68.72394896,71.21245062,73.6323759,75.19567174,76.53610987,79.18209006,81.93086931,84.98231158,86.28222041,89.33392568,92.88403322,96.24180542,100.3677556,104.0651175,108.4678793,111.7182385,114.7481049,118.0285481,120.5485646,123.4120978,126.1968335,127.4849806,,,,
Lesotho,LSO,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,38.45,41.2,40.77,34.95,39.47,41.59,45.78,47.23,53.29,53.87,52.16,53.19,57.45,56.71,51.64,45.25,42.07,41.66,46.81,55.12,62.71,66.35,66.45,68.61,59.5,61.66,62.85,60.25,59.7,56.24,77.28,86.15,88.03,85.7,89.81,78.51,85.85,78.98,98.96,100.09,103.04,96.17,93.06,95.94,107.37,96.69,108.98,105.44,97.58,98.1,111.78,110.01,112.09,112.19,96.93,99.49,,
Late-demographic dividend,LTE,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,13.45514706,13.95644459,14.98692833,16.33746812,17.36699726,18.09772439,18.75967054,19.35280979,19.67811598,20.02083889,20.81081713,22.11702267,22.8039548,23.60705533,24.6173343,25.12973824,25.55428158,26.97394787,29.00817615,30.82574712,31.1341819,32.13987175,33.15837622,35.59577835,37.75007762,39.32432901,41.68749755,44.61629484,46.45083162,49.25334066,52.68983254,64.26223146,66.8171659,69.50363714,72.52252918,74.78062244,75.68474585,79.15699724,81.55993755,84.82392134,85.83585919,89.28212705,93.23052345,96.19975568,100.2496123,103.4444112,107.4600946,110.9479953,113.5598956,116.9165494,118.1812869,121.9544647,124.3245459,125.042815,,,,
Lithuania,LTU,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.3,118.77,103.11,87.99,86.77,87.28,89.25,80.93,83.75,75.77,79.34,85.56,94.25,102.99,102.76,107.25,103.82,105.01,104.03,97.19,94.53,93.87,93.66,91.79,88.89,,
Luxembourg,LUX,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.3,95.77,99.82,98.51,97.54,101.1,101.37,99.52,104.17,105.04,94.67,94.3,93.8,95.02,99.4,105.68,111.9,,
Latvia,LVA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.05,206.16,147.22,137.23,112.48,110.06,104.9,89.8,89.55,88.97,85.48,90.59,95.26,99.27,105.46,114.08,114.86,117.01,117.66,121.97,118.6,120.59,125,126.38,109.14,,
"Macao SAR, China",MAC,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,33.5,40.91,48.45,48.69,51.57,50.13,50.53,49.84,49.8,55.99,56.94,58.24,59.76,61.05,61.74,62.08,65.53,66.79,76.15,72.93,73.29,72.44,67.5,64.83,66.81,72.95,72.2,70.26,71.47,71.83,71.84,71.8,72.89,69.33,69.51,67.15,67.15,80.11,95.17,106.96,114.26,117.03,101.77,87.57,99.73,112.7,149.6,75.38,91.09,92.93,77.43,83.04,84.28,86.02,84.71,85.26,,
St. Martin (French part),MAF,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,27.82,26.19,25.47,25.26,27.46,29.09,30.36,32.17,33.11,33.51,33.72,36.48,36.35,35.29,32.73,31.68,34.45,37.07,40,41.23,46.89,47.05,44,43.8,42.82,48.18,56.82,62.95,70.83,71.08,71.55,73.4,71.66,69.2,72.13,70.44,82.42,78.07,86.98,87.55,88.21,93.14,92.84,94.06,101.41,104.53,108.09,113.33,122.13,131.25,138.42,142.11,137.54,148.47,149.56,148.17,,
Monaco,MCO,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.31,162.81,147.03,140.41,126.19,119.67,105.72,103.54,96.23,92.76,97.28,96.91,94.19,102.42,103.39,105.02,82.48,89.12,101.27,102.24,96.36,97.84,98.31,97.74,100.66,,
Madagascar,MDG,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,64.26,66.86,67.62,69.06,63.6,75.64,76.33,78.13,76.23,76.1,73.37,77.5,77.55,77.53,79.56,79.57,65.78,95.04,85.07,87.32,89.97,88.9,88.48,90.78,91.52,93.27,94.3,97.25,97.8,98.71,101.06,101.77,102.78,103.77,106.44,107.67,108.98,106.51,105.03,102.35,89.83,87.76,89.49,91.27,103.71,105.03,106.22,113.12,115.87,118.68,121.68,124.83,124.89,123.74,124.04,124.1,,
Maldives,MDV,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,53.77,55.12,56.46,57.81,59.15,60.5,61.84,63.18,64.53,65.87,67.89,69.91,71.92,73.94,75.96,77.97,79.32,80.66,80.66,80.66,82.01,87.38,94.1,98.14,100.83,102.17,103.52,104.86,106.2,107.55,110.24,112.65,114.27,114.61,115.39,113.8,116.96,120.99,134.44,120.99,117.51,114.27,109.2,104.43,94.1,101.47,103.46,105.69,111.8,112.45,112.93,112.93,112.93,113.1,113.64,113.97,,
Middle East & North Africa,MEA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,18.89066664,19.29349467,19.22071468,19.86320891,20.69956694,21.26794341,21.99375495,22.90047983,23.6753982,24.14604088,24.89364494,25.81024324,26.53466369,27.66274532,28.26939325,29.50011543,30.5482606,32.11835221,33.45875174,34.60299624,36.4061563,39.36377469,40.98652213,42.597941,44.01905573,46.15074239,47.57845174,49.99656989,52.36433115,58.41559814,58.65924364,61.24168665,62.85116455,65.29641602,67.51904661,70.60637216,75.86926555,77.99077067,79.67685573,84.99048621,85.66846488,88.67901465,92.92096037,96.37178891,101.8409737,105.0639845,110.7054122,110.3243455,112.6015873,114.063627,118.0415146,122.3710306,122.7801525,124.7104766,,,,
Mexico,MEX,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,21.01,22.99,22.7,22.7,23.85,26.21,26.99,28.13,29.43,29.42,29.56,33.54,34.08,35.58,38.63,42.68,46,48.36,47.94,51.04,53.99,55.4,58.73,56.6,57.2,62.18,61.25,59.13,54.94,59.84,63.02,65.06,69.5,70.94,76.44,69.99,73.5,77.85,82.8,86.83,89.35,91.1,93.79,97.48,99.15,103.37,103.79,104.44,106.85,109.4,114.32,113.47,113.17,113.84,114.84,115.55,,
Marshall Islands,MHL,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,17.62747172,18.29549705,19.20521935,19.80327561,20.69607503,21.6659149,22.35887572,23.12989004,23.84567434,23.9179561,24.45013622,25.75877856,26.34030322,26.90090599,28.08421662,29.4630185,30.2897574,31.74370967,33.4684109,34.906768,36.22667665,37.32843925,38.53794923,40.83124872,42.89593259,44.65031459,46.31124393,48.62022174,50.32799039,53.2979245,56.17204701,66.35231845,68.72337289,71.23527148,73.61094487,75.13624237,76.44728055,79.0760297,81.81874723,84.96726118,86.36764253,89.18953316,92.75624199,96.0626534,100.2106881,103.9854964,108.4069085,111.6027716,114.770413,117.9687134,120.4956353,123.3476282,126.3760844,127.7215437,,,,
